nazwa_zmiennej;kraj;wojewodztwo;status_zdajacych;plec;typ_informacji_z_jednostka_miary;rok;wartosc;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2013;11963;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2013;15769;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2014;11132;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2014;14789;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2015;10760;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2015;13823;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2016;10123;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2016;13093;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2017;10113;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2017;13015;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2018;9824;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2018;12386;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2019;9819;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2019;12564;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2020;10595;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2020;12880;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2021;11325;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2021;14073;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2022;11202;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2022;13872;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;mężczyźni;wartość [osoba];2023;10503;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;przystąpiło;kobiety;wartość [osoba];2023;12955;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2010;11337;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2010;15243;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2011;9838;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2011;13245;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2012;10317;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2012;13534;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2013;9524;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2013;12803;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2014;7765;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2014;10340;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2015;7821;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2015;10006;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2016;7964;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2016;10246;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2017;7929;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2017;10110;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2018;7648;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2018;9973;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2019;7887;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2019;10121;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2020;7806;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2020;9540;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2021;8322;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2021;10533;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2022;8753;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2022;10751;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;mężczyźni;wartość [osoba];2023;8802;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Wielkopolskie;zdało;kobiety;wartość [osoba];2023;10725;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2010;6235;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2010;8349;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2011;5604;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2011;7642;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2012;5558;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2012;7143;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2013;5468;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2013;6939;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2014;5125;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2014;6594;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2015;4720;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2015;5924;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2016;4368;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2016;5488;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2017;4445;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2017;5301;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2018;4172;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2018;5215;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2019;4245;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2019;4996;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2020;4442;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2020;5238;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2021;4769;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2021;5672;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2022;4440;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2022;5378;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;mężczyźni;wartość [osoba];2023;4184;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;przystąpiło;kobiety;wartość [osoba];2023;4953;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2010;5055;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2010;6624;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2011;4129;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2011;5573;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2012;4342;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2012;5573;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2013;4323;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2013;5507;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2014;3499;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2014;4327;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2015;3386;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2015;4081;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2016;3375;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2016;4144;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2017;3357;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2017;3875;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2018;3247;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2018;3964;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2019;3239;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2019;3877;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2020;3129;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2020;3728;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2021;3351;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2021;3953;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2022;3403;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2022;4031;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;mężczyźni;wartość [osoba];2023;3486;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Zachodniopomorskie;zdało;kobiety;wartość [osoba];2023;4075;
